Username,location,date,content,Rating
Christine,US,"Dec 13, 2024Verified","I ordered the connected hearts in…I ordered the connected hearts in memory of my mother and as a gift to my father. I love them and cannot wait to give my father his gift. They are smaller than expected, but I’m sure that is on me. They are beautifully crafted and the shipping was expedient ❤️Date of experience: November 15, 2024",5
Donna Fearnow,US,"Jan 1, 2025Verified"," a prayer crossI ordered a prayer cross. This will allow me to focus on Jesus and his mission.Date of experience: December 04, 2024",5
Christine Koenings Hull,US,"Dec 31, 2024Verified","beautiful and uniqueThe piece is beautiful and unique. Would have loved to give it 5*, but there were several spots of white paint on it that I had to try to remove myself. Date of experience: December 02, 2024",4
Tonda King,US,"Jan 1, 2025Verified","These hearts were absolutely beautifulThese hearts were absolutely beautiful. My mom and grandma loved them.Date of experience: December 04, 2024",5
Bruce Dillahunty,US,"Jan 3, 2025Verified","Prompt communications/good productPrompt communications, on-time delivery and a top end product - would recommend them for your gift shopping.Date of experience: December 06, 2024",5
Mary Pryles,US,5 days agoVerified,"Beautiful designsBeautiful designs - love the cross and the hearts!Date of experience: December 11, 2024",5
Syreda Jessee,US,"Nov 13, 2024Verified"," Great experience I had a great experience with this company. Confirmation of my order came quickly. Notifications about shipping of my order were sent regularly.The product, olive wood hand carved hearts, exceeded my expectations. I gave them as gifts and everyone was surprised and grateful. We all feel blessed to be able to own a part of the Holy Land.Date of experience: October 11, 2024",5
Linda  Burnett,US,"Nov 12, 2024Verified","Great artistic piecesGreat artistic pieces, lovingly created, packed carefully. We received everything in beautiful shape. We’ve ordered many times and we love the people who own this little company. They’re always creating new pieces that you must have for yourself or for gifts for your friends and families. Date of experience: October 14, 2024",5
Jacqueline McNeil,US,"Dec 18, 2024Verified","BeautifulEverything I order from Dennehey Design is BEAUTIFUL!! Also, it is delivered so quickly.  I am a return customer.Date of experience: November 19, 2024",5
Janet Jayo,US,"Jan 1, 2025Verified","Do you know if UPS was able to deliver…Do you know if UPS was able to deliver it! I can’t thank you enough for all of your help and support!Happy New Year!🤗❤️❤️❤️Date of experience: December 03, 2024",5
mary kennedy,US,"Nov 15, 2024Verified","Lovely but expensive The hearts were lovely and my sister-in-law loved them. Too expensive though, I won’t be buying again. She wanted to know where I had gotten them from because she wanted to order 3 for a friend’s birthday and dismissed them immediately when she saw the price. Date of experience: October 17, 2024",5
Tracy Slone,US,"Nov 8, 2024Verified","Olive wood, intertwined heartsI ordered the two intertwined olive wood hearts. My husband just passed away and I couldn’t wait to receive them. Unfortunately, they were on backorder, but they reached out to me to let me know that and when a new order would be shipped out. Wonderful customer service and an absolutely wonderful product. I truly love my hearts.Date of experience: October 11, 2024",5
Angela Kleist,US,"Jan 2, 2025Verified","I ordered the three pack of Bethlehem…I ordered the three pack of Bethlehem hearts. One for me and one each for my sisters. They loved them as much as I do.Date of experience: December 04, 2024",5
Maggie,US,"Nov 20, 2024Verified","Everything I have ordered from these…Everything I have ordered from these folks has been lovely, beautifully made, and if given as a gift, gratefully accepted. The wood, the colors, the finishing, the safe packaging, it’s all lovely. Date of experience: October 23, 2024",5
Lisa ,US,"Dec 31, 2024Verified","Beautiful cross and key chainBeautiful cross and key chain - came as pictured Date of experience: December 03, 2024",5
Jennifer Webb,US,"Dec 4, 2024Verified","This store is amazing!!! The owner is amazing. My order was missing an item so I emailed and the next morning which was a Saturday she called me personally and had the item I was missing to me a few days later. She was very friendly. Great customer service!!!Date of experience: November 05, 2024",5
Al,US,"Nov 15, 2024Verified","Disappointing heart products!Loved the wood hearts, although, they are very light and airy, not substantial felt poorly made, not great quality. The Resin and wood combo hearts were a big disappointment, super light weight and not great materials, edges and shape not nice to the touch, at all. Wish I could return them, but too much trouble. Definitely not worth the purchase, can get MUCH better quality elsewhere. Felt like online images were misleading, they looked so nice, but were really underwhelming to say the least once they arrived (it took awhile to receive and they were really pricy)!! :(Date of experience: October 17, 2024",3
Amy,US,"Oct 23, 2024Verified","We will always be connected.I bought two of the connected hearts with wood from Israel. One will go with my Dad when he is buried in Arlington, the other will stay with me. He was my world, my hero, best friend, travel companion, and awesome Dad. He was a non-practicing Jew but one of our favorite trips was to parts of Israel. Date of experience: September 25, 2024",5
Simeon Mackrides,US,"Oct 18, 2024Verified","Great Service Great service.  Bonnie kept me informed about the order’s progress and shipping.   The charcuterie board templates were as advertised and intact when I received them. I will be doing business with Dennehy Design again.  Date of experience: September 20, 2024",5
Robert Bruns,US,"Dec 9, 2024Verified","Great productsGreat products, rapidly delivery, and high quality and friendly customer service.  You can feel comfortable with this company!Date of experience: November 11, 2024",5
Shane,US,"Sep 24, 2024Verified","Quality I appreciate this company and the beautiful products you sell! My recent Beach heart box is truly absolutely beautiful! I’m very impressed with the quality and craftsmanship! Will definitely return to purchase more items soon! Thank you and may God bless you! Date of experience: August 26, 2024",5
marsha downey,US,"Nov 15, 2024Redirected","Artistic and well made!I received my “M” today. I was so excited. Because of the fire they had, it took a bit to receive it, but they let me know about all of that along the way. It is absolutely beautiful and extremely well made! Bonnie & Shane, thank you for the love and workmanship that went into this piece. I’m sure I will be a customer again in the future. ❤️Date of experience: November 15, 2024",5
Stacey Griffith,US,"Dec 4, 2024Verified","I have bought quite a few pieces for…I have bought quite a few pieces for him. Your company and I have loved every one that I've received. They are beautiful and well-made, and when I walked past them in my front room or going to the front door, they make me smile.Date of experience: November 05, 2024",5
Ronda Greene,US,"Dec 24, 2024Verified","Excellent qualityExcellent quality! I’m really satisfied with the items I purchased. Date of experience: November 26, 2024",5
Keely Combs,US,"Nov 28, 2024Verified","AMAZING!!! AMAZING!!! From every single item to customer service I could not love this company more! I have been purchasing from them for years and I can not say enough about about how great they are! ❤️❤️❤️❤️❤️ Date of experience: October 30, 2024",5
Merry Ward,US,"Dec 6, 2024Verified","Great company!I love this company! Their products are great quality and I always get my order in a timely manner. Highly recommend! Date of experience: November 05, 2024",5
Janet Hughes,US,"Oct 15, 2024Verified","Beautiful workmanship They make the most beautiful stuff. Wonderful craftsmanship and so nice and responsive when you email them. Ask how I was when realized I was in NC after Helene. They go above and beyond. Great company with great products I love my heart map I got for my brother and sister in law as a house warming gift. Date of experience: September 14, 2024",5
Melvin Brink,US,"Dec 25, 2024Verified","More than a trinket Nicely designed piece delivered in a timely manner. Happy camper.Date of experience: November 27, 2024",5
Catalina Gray,US,"Dec 18, 2024Verified","It was probably one of the nicest gifts…It was probably one of the nicest gifts that you could give. Especially since they were made out of the Olive tree branches.Date of experience: November 20, 2024",5
Bridget Crews,US,"Oct 18, 2024Verified","Love the GA/FL tag heart!Love the GA/FL tag heart I ordered! It’ll look great inside our garage with our other signs…wonderful quality and super fast shipping! Very happy customer! 😁Date of experience: September 20, 2024",5
kathleen vigil,US,"Dec 1, 2024Verified","Five starsI have made 8 orders from Dennehey Design. All of the orders are shipped quickly and excellent are quality products. I love love their little wooden houses and olive wood hearts. Date of experience: November 02, 2024",5
Carol Montalbano,US,"Sep 14, 2024Verified","A BEAUTIFUL FIND!My initial thought was to just order a small cross. It was so beautiful that not only did I go back to order more for Christmas gifts, I have ordered other items, as well. The workmanship that is put into their pieces are exquisite!  Whatever you choose, you will not be disappointed. I also had the pleasure to speak with Bonnie (Owner) who helped me locate a piece that I was looking for. She was so kind and helpful. It was such a pleasure chatting with her. Whatever you choose, you won’t be disappointed!Date of experience: August 16, 2024",5
LORRAINE CARLISLE,US,"Oct 26, 2024Verified","I have ordered 8 different items from…I have ordered 8 different items from this amazing company. Each item comes in perfect shape and very timely. I would recommend this company to everyone. When I open my package it puts a smile on my face. Thank you for your beautiful work. Date of experience: September 25, 2024",5
Lana Williamson,US,"Dec 1, 2024Verified","Love it!I ordered the tiny church and absolutely love it! I took one star off because I had to contact them after three long weeks when I hadn’t received my order. They finally shipped it out the next day and I received it promptly. Guess my order was overlooked…?Date of experience: November 02, 2024",4
Karen Richter,US,"Jan 1, 2025Verified","Just simply beautiful product.Just simply beautiful product.Timely deliveryDate of experience: December 04, 2024",5
Conrad Farley,US,"Nov 29, 2024Redirected","Unfortunately wouldn’t buy again Great idea and concept but quality very average and the time it took to receive my items was several weeks each time. Placed 2 nice orders and very disappointed. Date of experience: November 25, 2024",2
Denise Winston,US,"Sep 26, 2024Verified","Worth the Wait!I like that the company set my expectations for how long it would take to get my products. Sometimes when you order from a new (new to you) company you don’t know what to expect and they told me from the beginning how each product was handmade and it would take a few weeks to receive my order. I bought hearts, a couple of hand painted crosses and some stickers. Everything was the highest quality. I’m glad I found this company. Date of experience: August 28, 2024",5
Trish E,US,"Dec 20, 2024Verified","Beautiful productBeautiful product, promptly shipped. I highly recommend this company.Date of experience: November 21, 2024",5
Robin Gedge,US,"Dec 18, 2024Verified","Great itemsGreat items. exactly as pictured.  Special gift/extra gift for loved ones.Date of experience: November 20, 2024",5
Susan,US,"Nov 2, 2024Verified","Exceptional CompanyMy order came quickly & in perfect condition. They are beautiful! Great company to do business with and they care about their customers. Date of experience: October 04, 2024",5
Carrie P,US,"Dec 18, 2024Verified","Great jobGreat job! The crosses are beautiful and arrived super quickly Date of experience: November 20, 2024",5
Janet Sass,US,"Dec 5, 2024Verified","Love these folks and their productsLove these folks and their products!  Everything I've ever ordered has been made with care and the workmanship is incredible!Date of experience: November 05, 2024",5
Jane C,US,"Sep 2, 2024Verified","Awesome! Gifts or treat yourself!!Awesome!!  This is an incredible business! Always going above and beyond with every purchase.  Attention to detail is amazing and have made several items that have been personalized for the gift recipient.  Listens to my request and everything has been exceptional!! Their follow through with me has always been outstanding.  If things are not right the company makes it right without any issue.  Love their rewards points to use on future purchases and they add up quickly.  One of the BEST companies to do business with.  Frequently offer a discount coupon that I use!  My promise to you is that one purchase will lead to future items for gift giving or treating yourself to something special!  Outstanding selection of items to purchase.  You will NOT be disappointed!!  Fantastic company that is succeeding with values, outstanding customer service, fair pricing, quality products, timely delivery and the list goes on and on!!  Date of experience: August 05, 2024",5
Leenie,US,"Oct 5, 2024Verified","A great experience off of Instagram!Had a little issue with an upsell while ordering, emailed Bonnie, who actually called me regarding the issue, she assured me what I thought happened that I duplicated my order, was just my 1 single order but the additional upsell was not listed which was ok as I wasn't charged either. I could not believe she took the time to call. The items are as described and what I also liked is that since my item came as 3, there were 3 separate letters of authenticity if giving as separate gifts I can include 1 with each instead of receiving just 1 verifying authenticity just to the buyer. Allover, just a great experience.Date of experience: September 06, 2024",5
Tanya Quinn,US,"Nov 15, 2024Verified","Easy to orderEasy to order, fast delivery and great craftmanship.  My gift receivers are loving the conjoined hearts.  Thank youDate of experience: October 11, 2024",5
Me Shell,US,"Nov 25, 2024Verified","The Hearts spoke just the message I wanted! It was wonderful to talk to Bonnie in person on the phone! What service! ❤️My sister loved the 7 hearts I sent her for her 70th birthday! So much more than just a card! It spoke the message of love I wanted it to! Thanks so much!!!😍Date of experience: October 24, 2024",5
Joyce Laux,US,"Sep 27, 2024Verified","Everything I’ve ordered has been…Everything I’ve ordered has been beautifully made, sent quickly and followed up with excellent customer service! I love this wonderful company and their handmade and Heart-made creations!Date of experience: August 29, 2024",5
Michael Young,US,"Sep 3, 2024Verified","These folks are fantastic There was a small issue and when I reached out Bonnie took care of it right away and was very apologetic.  I’ve made several purchases and have always been very happy.  Date of experience: August 05, 2024",5
Betty,US,"Sep 28, 2024Verified","Understanding customer serviceUnderstanding customer service, I inadvertently ordered two patterns exactly alike and ask, they removed one from my order.  Pretty things to have and great folks to work with.Date of experience: August 07, 2024",5
Jacee T.,US,"Oct 19, 2024Verified","Arrived quickly, great qualityMy order came quickly and was the quality I expected. I ordered the olive woods hearts and prayer crosses. I can’t wait to put a little piece of the Holy Land in each of my family’s stockings this Christmas. Date of experience: September 20, 2024",5
Shonna Walker,US,"Dec 13, 2024Verified","Beautiful Heart's Beautiful quality hearts! I ordered 3 and each one is so pretty and unique in the wood design! Fast shipping also!Date of experience: November 06, 2024",5
Tracey,US,"Nov 15, 2024Verified","Hearts are beautifulHearts are beautiful, order shipped quickly and the company reached out to ensure I was happy with my purchase.Date of experience: October 18, 2024",5
Dena Kozak,US,"Oct 27, 2024Verified","Great gift and use of our old plates!The license plate heart was a wonderful gift to my husband on our anniversary!  You all were so great to work with and have been praying for you since the fire!  Date of experience: September 13, 2024",5
Tom Klein,US,"Sep 5, 2024Verified","Great products made with care at an…Great products made with care at an affordable price. So easy to support great American businesses like Dennehey Design.Date of experience: August 08, 2024",5
Leah Ronan,US,"Oct 24, 2024Verified","Two become one…My daughter and her future husband loved the intertwined hearts. Well made and a perfect gift for newlyweds.Date of experience: September 25, 2024",5
Bernie Marcin VanGorden,US,"Nov 19, 2024Redirected","Cat mystery bix…I ordered the cat mystery box and was very disappointed. There were approximately 20 hearts inside the box but only 6 had a cat design. The rest were just plain heartsDate of experience: September 22, 2024",3
Harriett,US,"Oct 23, 2024Verified","I’ve always been pleased with my…I’ve always been pleased with my purchases from Dennehey !  They hearts are a perfect gift just to let someone special know you care! Date of experience: September 25, 2024",5
Tami Golobic,US,"Sep 27, 2024Verified","Beautiful quality product made by…Beautiful quality product made by wonderful people! I’m a frequent customer and have absolutely loved every item I’ve purchased ❤️😊Date of experience: August 30, 2024",5
Christopher Stone,US,"Sep 17, 2024Verified","I made the 3 ft crossI made the 3 ft cross, it was a great experience and have had literally hundreds of compliments! Thank you for tihe great working prints. Date of experience: August 20, 2024",5
Donna Gregg,US,"Oct 5, 2024Verified","Uniquely Crafted, American MadeLove the products your company offers, unique and beautifully crafted. I love that you make many from recycled materials. Date of experience: September 06, 2024",5
Stephanie Drouet,US,"Dec 26, 2024Verified","Beautiful product- very pleased!Date of experience: November 27, 2024",5
Susan Hughes,US,"Nov 7, 2024Verified","Loved the beautiful carved hearts from…Loved the beautiful carved hearts from Jerusalem.  Gave them as a gift and for comfort.Date of experience: October 09, 2024",5
Gayle Bridgeman,US,"Sep 4, 2024Verified","Israel Hearts!I purchased several orders of the wooden hearts made in Israel. They are beautiful! And those who received as gifts love them! Thank you! Date of experience: August 07, 2024",5
Lisa Raisbeck,US,"Nov 15, 2024Verified","They had some building difficulties but…They had some building difficulties but I received my order ASAP. Thank youDate of experience: October 17, 2024",5
Tracy,US,"Dec 5, 2024Verified","Beautifully doneBeautifully done! A treasure to have. I bought quite a few to give out at Christmas. Love the little card that comes with it tooDate of experience: November 06, 2024",5
Nina,US,"Aug 30, 2024Verified","This company is amazingThis company is amazing! I ordered the 3 wooded hearts and they are just beautiful. Everything was packaged so nice, sweet little thank you note, and cards for each heart on the history. The shipping was fast too. I plan on ordering more. Thank you so much! Date of experience: August 02, 2024",5
Ruth,US,"Nov 6, 2024Verified","Unique giftThe company provided great communication with me to create a unique map heart for my husband and me. Date of experience: October 08, 2024",5
Darlene Willett ,US,"Sep 4, 2024Verified","HeartsThis company,  Dennehey Design, goes up and over the great experience, they are wonderful to work with, kind and treat you like you are the best customer!Date of experience: August 07, 2024",5
Hope K.,US,"Oct 29, 2024Verified","I Highly RecommendTheir work is beautiful and of high quality.  I highly recommend.  You won't be disappointed. Date of experience: October 01, 2024",5
Dana Welch,US,5 days agoVerified,"Loved my painted crossLoved my painted cross. Unique piece. Date of experience: December 11, 2024",5
Patricia Vincent,US,"Nov 28, 2024Verified","Imperfect HeartsGreat customer service, great product.  Love doing business with themDate of experience: October 30, 2024",5
Russ Lange,US,"Nov 18, 2024Verified","Bonnie is fast to respond and friendlyThey have always been responsive and friendly when every I have contacted them.  A joy to work with.Date of experience: October 20, 2024",5
Tracey,US,"Sep 30, 2024Verified","What a perfect gift!The hearts I received are so beautiful . I got them for my granddaughters Baptism and it was the perfect gift. The story of where the wood came from is also perfect. Thank you so much! Date of experience: September 02, 2024",5
Elizabeth Garcia,US,"Nov 26, 2024Verified","Beautiful gift for my husband for our…Beautiful gift for my husband for our 30th anniversary. Thank you. Date of experience: October 29, 2024",5
LaWanna Lincoln,US,"Sep 10, 2024Redirected","I ordered a cross from the holy land…I ordered a cross from the holy land for my 91 year old mother,  they were kind enough to include a note for me and she absolutely loves it.  Took it to church to show all of her friends.  Highly recommend them!Date of experience: September 07, 2024",5
Michael McLaughlin,US,"Sep 23, 2024Verified","I bought the plans for the 3-D crossesI bought the plans for the 3-D crosses. I was amazed at how thorough they were. Any questions I might have had about construction were answered in the plans. I have made a number of the crosses so far and given them away as gifts. They have been warmly received.Date of experience: August 25, 2024",5
Bonnie Nesbit,US,"Nov 9, 2024Verified","The product was exactly as described…The product was exactly as described and I can't wait to give them as Christmas gifts this year!Date of experience: October 11, 2024",5
Julie Guzinski,US,"Oct 9, 2024Verified","Love my wooden hearts that I purchased.  Love my wooden hearts that I purchased. I had bought a 2nd set and gave them to a friend and can’t stop complimenting on how pretty they are. Date of experience: September 11, 2024",5
Tina M,US,"Sep 24, 2024Verified","SHIPPING WAS FAST AND THE HEARTS ARE…SHIPPING WAS FAST AND THE HEARTS ARE MAGNIFICENT!  WILL BE BUYING MORE FOR CHRISTMAS PRESENTSDate of experience: August 27, 2024",5
Lightwater,US,"Nov 19, 2024Verified","Great communicationGreat communication!  Great willingness to go above and beyond!  Great tiny homes!Date of experience: October 22, 2024",5
Lindsay Key,US,"Nov 15, 2024Verified","Beautiful HeartsThe hearts are beautiful and I love that they come with their own card to explain where they came from! Such a sweet little gift!Date of experience: October 18, 2024",5
Annette E,US,"Oct 18, 2024Verified","Handheld CrossesI really love the handheld crosses made from olive tree in Israel. I carry it every day and hold it while I pray. I've been buying them for my friends and family.Date of experience: September 20, 2024",5
Cathy Gummy,US,"Oct 27, 2024Verified","Product was exactly as described and I…Product was exactly as described and I received in a timely manner! Good company.Date of experience: September 28, 2024",5
Jennifer Walden,US,"Sep 3, 2024Verified","I absolutely love my wooden crosses I absolutely love my wooden crosses and thank you for the kind thank you gift, the wooden heart.  I will be ordering gifts for Christmas from you too!Date of experience: August 05, 2024",5
CeeCee  Brannon,US,"Aug 31, 2024Verified","Love this local business—it’s a…Love this local business—it’s a pleasure supporting them, and their products are the best!Date of experience: August 02, 2024",5
Johnny Celey,US,"Nov 14, 2024Verified","Wonderful company to work withWonderful company to work with! I would highly recommend them.Date of experience: October 04, 2024",5
John Engrassia,US,"Oct 5, 2024Verified","Got a custom box that is beautiful and…Got a custom box that is beautiful and wooden hearts that my girlfriend loves. Date of experience: September 03, 2024",5
Heather Mueller,US,"Oct 3, 2024Verified","The Olive branch hearts are absolutely…The Olive branch hearts are absolutely beautiful    Giving them as Christmas gifts. Date of experience: September 04, 2024",5
Dawn K,US,"Sep 6, 2024Verified","Beautiful HeartsThe hearts and cross are even more beautiful  than I imagined. My order came very quickly. I will be ordering more!Date of experience: August 09, 2024",5
Tricia Frazer-Flynn,US,"Oct 25, 2024Verified","What a beautiful marriage crossWhat a beautiful marriage cross with two hearts. It was beyond imagination Date of experience: September 27, 2024",5
Nana Renee,US,"Nov 9, 2024Verified","The items are high quality and arrived quickly. The items are high quality and arrived in a timely manner. I am very impressed. Date of experience: October 11, 2024",5
