Username,location,date,content,Rating
Missm ,US,"Nov 27, 2024Verified","Beautiful Was so excited to see them. Now I cannot wait to see my friends face when she opens her gift.Date of experience: October 30, 2024",5
Robert Riley,US,"Nov 28, 2024Verified","Very happy with my overall shopping experience My order arrived in a timely manner,  and communication about my order was very thorough. Date of experience: October 31, 2024",5
Angie Newton,US,"Sep 7, 2024Verified","Beautiful work!Thrilled with my order. Did not disappoint.  Absolutely love the hearts from the Holy Land!Date of experience: August 09, 2024",5
David G Knight,US,"Nov 15, 2024Verified","Arrived in perfect condition in a…Arrived in perfect condition in a timely manner!  Thanks!Date of experience: October 17, 2024",5
Kelly,US,"Nov 14, 2024Verified","Beautiful productBeautiful product. Quick shipping. Quality top notch!!!Date of experience: October 17, 2024",5
Kathleen,US,"Nov 20, 2024Verified","Hearts were perfect.Order arrived quickly. The items were just as shown on website.Date of experience: October 23, 2024",5
Marita Morrow,US,"Sep 11, 2024Verified","Beautiful heartsBeautiful hearts! Quick delivery. So excited to share them with others.Date of experience: August 14, 2024",5
Patricia G. Gervell,US,"Sep 3, 2024Verified","Beautiful Crosses and HeartsThe Crosses and hearts I ordered are beautiful and will make nice gifts for my family and friendsDate of experience: August 05, 2024",5
Gerald Boehle,US,"Nov 10, 2024Verified","Exactly as advertisedExactly as advertised. I really enjoy the product Date of experience: October 13, 2024",5
Diane Lunsford,US,"Dec 13, 2024Verified","Little HousesI love all of my little houses.  They are so enjoyable.Date of experience: October 29, 2024",5
Don Bloomfield,US,"Oct 19, 2024Verified","Very good BlueprintsVery good Blueprints. Easy to read with color added to the diagrams.Date of experience: September 21, 2024",5
Aimee Armenta,US,"Oct 30, 2024Verified","High qualityHigh quality.  Quick receipt of product.  Packaged nicely.  Date of experience: October 02, 2024",5
Debra Grant,US,"Nov 15, 2024Verified","The hearts that I ordered are…The hearts that I ordered are beautiful. I plan to give them as Christmas gifts. Date of experience: October 18, 2024",5
Ellen Winner,US,"Sep 12, 2024Verified","Your customer service is outstandingYour customer service is outstanding. A minor glitch was quickly and satisfyingly resolved.  I am delighted with the beautiful hearts.Date of experience: August 14, 2024",4
Sara Emir,US,"Nov 15, 2024Verified","Special and Beautiful Gifts!I appreciate the personalized experience of shopping at Dennehey Design. The pieces are beautiful, unique, and intentional, and they make wonderful gifts! Date of experience: October 18, 2024",5
Jackie ,US,"Oct 5, 2024Verified","Beautiful gifts.The hearts Are beautiful! I have given many as gifts and everyone loves them.Date of experience: September 06, 2024",5
Juli N,US,"Dec 13, 2024Verified","Excellent service Service was excellent… Bonnie was so helpful with my customer order Date of experience: November 12, 2024",5
Pammygrammy,US,"Nov 15, 2024Verified","Easy to order…great products and nicely…Easy to order…great products and nicely made. I am always proud to give one of your products as a gift. Date of experience: October 18, 2024",5
Don Cammarata,US,"Oct 18, 2024Verified","Olive wood heartsGave olive wood  hearts to family and friends as gift when visiting. All loved themDate of experience: September 20, 2024",5
Darlene,US,"Aug 31, 2024Redirected","I love hearts…have collected them for…I love hearts…have collected them for most of my life. I’m from near Detroit, and this is my back door (main) entry to my home!Date of experience: August 31, 2024",5
Lynn Massi,US,"Nov 8, 2024Verified","Wonderfully made and deliveredWonderfully made and delivered. Also very kind Date of experience: October 11, 2024",5
Emily Scott,US,"Sep 20, 2024Verified","Beautiful product and well made!Beautiful product and well made!!  Carry it in my purse and gave one to my husband and sister!Date of experience: August 23, 2024",5
Marguerite Baker,US,"Sep 20, 2024Verified","I am very pleased with the prayer bowlI am very pleased with the prayer bowl. It is well made and beautiful. I was a little disappointed in the length of time for me to receive it. Date of experience: August 19, 2024",4
John McInnes,US,"Sep 20, 2024Verified","I thought I’d get a current New Jersey…I thought I’d get a current New Jersey license plate but I got one that was from the 80sDate of experience: August 23, 2024",3
Liz Epsteen,US,"Nov 11, 2024Verified","nice jobIt arrived on time and it was very nicely made. I bought the double heart and its a special piece.Date of experience: October 11, 2024",5
James Royals,US,"Oct 24, 2024Verified","The product is a great design and good quality.The company has great communications and fast delivery. I really enjoy their Christian theme.Date of experience: September 25, 2024",5
Angela,US,"Oct 30, 2024Verified","They were beautifully madeThey were beautifully made. I gave them as gifts. Everyone LOVED them!Date of experience: October 02, 2024",5
Karen Ebeling,US,"Sep 17, 2024Verified","Purchased the heart keychainsPurchased the heart keychains.  Quality product with a lovely olive tree scent!Date of experience: August 20, 2024",5
Tim Nold,US,"Dec 1, 2024Verified","Easy to follow patterns.Date of experience: November 03, 2024",5
"moniz, maria",US,"Dec 1, 2024Verified","My gift purchase was terrific.Date of experience: October 30, 2024",5
Brooke ,US,"Sep 10, 2024Verified","I love the products I purchasedI love the products I purchased! And the sweet little hand written note inside made my day! Thank you so much! Date of experience: August 12, 2024",5
Cary Calvert,US,"Nov 15, 2024Verified","gift for our daughter and it’s perfectgift for our daughter and it’s perfect!  Came quickly as wellDate of experience: October 17, 2024",5
Judith,US,"Oct 2, 2024Verified","BeautifulBeautiful! They’ve made cherished gifts!Date of experience: September 04, 2024",5
Linda,US,"Dec 30, 2024Verified","Loved the products and their craftDate of experience: December 02, 2024",5
Kristi Hamlik,US,"Sep 17, 2024Verified","The quality of their products are…The quality of their products are wonderful…Date of experience: August 20, 2024",5
June Sutherland,US,"Nov 16, 2024Verified","Beautiful pieces and fast shipping.Beautiful pieces and fast shipping. Date of experience: October 18, 2024",5
Paul,US,"Dec 21, 2024Verified","The personal touch when orderingDate of experience: November 22, 2024",5
Sandra Lewis,US,"Sep 13, 2024Verified","Patterns were easy to order and…Patterns were easy to order and download. Immediate turnaround. Great service.Date of experience: August 16, 2024",5
Billy,US,"Sep 12, 2024Verified","I enjoyed making a few crossesI enjoyed making a few crosses. The plans were clear and thorough.Date of experience: August 13, 2024",5
Peter Shangraw,US,"Sep 12, 2024Verified","My questions were answered quickly and…My questions were answered quickly and professionally. Date of experience: August 14, 2024",5
Larry ,US,"Dec 12, 2024Verified","I always get good stuff from you.I always get good stuff from you. Date of experience: November 14, 2024",5
Felecia Jones,US,"Sep 20, 2024Verified","Ease of ordering and quality products.Ease of ordering and quality products. Date of experience: August 22, 2024",5
Brenda,US,"Nov 8, 2024Verified","Beautiful product and great service!Date of experience: October 10, 2024",5
Deborah,US,"Nov 9, 2024Verified","Well made, beautiful items!Beautiful, handmade items. Quality construction. Great price. Quick delivery!Date of experience: October 11, 2024",5
Amy Jack,US,"Oct 23, 2024Verified","Love the heartsLove the hearts and the idea behind it. Will probably buy more. Date of experience: September 25, 2024",5
Sharon v,US,"Oct 5, 2024Verified","Beautiful products !Beautiful products !! Love them. Date of experience: September 06, 2024",5
Stacy Wilson,US,"Dec 4, 2024Verified","Great product Great product Quick shippingDate of experience: November 05, 2024",5
Happy customer,US,"Sep 4, 2024Verified","Wood crossesThe product arrived quickly and with no issues.Date of experience: August 07, 2024",5
Tom Ferrara,US,"Sep 20, 2024Verified","The items are exactly as describedThe items are exactly as described. Will be back soon Date of experience: August 23, 2024",5
Ron Hagberg,US,"Sep 1, 2024Verified","Beautiful variety of designsBeautiful variety of designs, wonderful DIY instructions. Very responsive to questions and issues.Date of experience: August 04, 2024",5
Max Wall,US,"Sep 20, 2024Verified","The oil canvas was wrapped and packaged…The oil canvas was wrapped and packaged well . Very pleasedDate of experience: August 23, 2024",5
Kelly McCain,US,"Sep 4, 2024Verified","Highly recommended Excellent product and quick shipping! Date of experience: August 07, 2024",5
Sharon Knoth Kight,US,"Sep 3, 2024Verified","Very high quality and gorgeous…Very high quality and gorgeous workmanship.Date of experience: August 05, 2024",5
Jann Kalawa,US,"Sep 6, 2024Verified","I wish I had a place for everything…I wish I had a place for everything they make. I have crosses and hearts…love them allDate of experience: August 09, 2024",5
Sheri Casali,US,"Oct 23, 2024Verified","I’m disappointed as I never received my…I’m disappointed as I never received my order. Date of experience: September 25, 2024",1
Kathryn Olson,US,"Sep 21, 2024Verified","Loved my three olive wood hearts. The little hearts are smooth and perfect. Just what I wanted! Date of experience: August 23, 2024",5
Andrea,US,"Oct 23, 2024Verified","Beautifully craftedBeautifully crafted. Will order more!!Date of experience: September 25, 2024",5
Robin Crockett,US,"Oct 5, 2024Verified","Quick service and great products.Date of experience: September 06, 2024",5
AL,US,"Sep 27, 2024Verified","A+ on quality and A+ on customer…A+ on quality and A+ on customer interaction! Date of experience: August 30, 2024",5
MH,US,"Nov 9, 2024Verified","Size was misleadingSize was misleading Date of experience: October 11, 2024",3
DIBYENDU,BI,"Oct 26, 2024","It’s not so good,,It’s not so good,,, Don’t belive it....❌❌❌ ScamerDate of experience: October 23, 2024",1
Candy Huffmeyer,US,"Oct 12, 2024Verified","Great product and great company.Date of experience: September 14, 2024",5
Dawn,US,"Sep 26, 2024Verified","So very special to me!Date of experience: August 27, 2024",5
Lynn Rubin,US,"Dec 16, 2024Verified","Fantastic product.Fantastic product. Date of experience: November 18, 2024",5
Paul Dufner,US,"Oct 16, 2024Verified","Takes a few to know the little tricksDate of experience: September 18, 2024",5
Bing,US,"Nov 22, 2024Verified","Love it!!Great communication from sellerDate of experience: October 25, 2024",5
Swankysilver,US,"Oct 26, 2024Verified","Clear communication and beautiful…Clear communication and beautiful product!Date of experience: September 28, 2024",5
Jennifer H,US,"Nov 28, 2024Verified","Beautiful gift.Date of experience: October 30, 2024",5
Marlee Milke,US,"Nov 15, 2024Verified","Beautiful and well made Quality and beautiful Date of experience: October 18, 2024",5
Harold Levy,US,"Nov 21, 2024Verified","BeautifulBeautiful, creative jobs Date of experience: October 23, 2024",5
Michelle,US,"Sep 16, 2024Verified","It was a ripoffIt was a ripoff.   Save your money.  ScamDate of experience: August 19, 2024",1
Patricia Cazabon,US,"Nov 8, 2024Verified","Love my cross.Love my cross. Date of experience: October 11, 2024",5
KC,US,"Sep 3, 2024Verified","Absolute beautiful reminder of God!Absolute beautiful reminder of God! Date of experience: August 06, 2024",5
Christie Carter,US,"Oct 22, 2024Verified","Beautiful product.Beautiful product. Date of experience: September 23, 2024",5
M.A.,US,"Sep 20, 2024Verified","Excellent customer service.Excellent customer service. Date of experience: August 23, 2024",5
Klim KlimKlim,UA,"Sep 9, 2024","Good.Goooooooooooooooood.Date of experience: September 10, 2024",5
E Hernandez,US,"Aug 30, 2024Verified","Courtesy and reliability I ordered a set of 12 small crosses meant for a special project. Required a varied lot. Unfortunately, the crosses were very similar in finish which meant I would have had to redo finishes for a majority. I return the items and was quickly issued a refund. The crosses are well done with good material. Just not what I needed for the project. I will definitely do business again with this company because of the quality of their products, their courtesy and reliability Date of experience: August 01, 2024",4
Doreen,US,"Aug 30, 2024Verified","Thanks.....but no thanks!The order was received in a timely fashion.  Unfortunately, it was not exactly what I was looking for.I give high stars because the service was good and it was a quality product....just not what I wanted.  I was looking for plain unfinished (but sanded) wooden pocket cross, no paint, varnish or other decorations. The paint, varnish etc has an odor to it.  I will give them away.  Thank you. Date of experience: August 01, 2024",5
Joanne gauthier,US,"Aug 28, 2024Verified","Product came quickly and it is as…Product came quickly and it is as advertised,  beautifully made. Date of experience: July 31, 2024",5
Kellie Miller,US,"Aug 28, 2024Verified","The quality of the product and fast…The quality of the product and fast delivery Date of experience: July 31, 2024",5
Carrie Kehias,US,"Aug 28, 2024Verified","Shopping was easyShopping was easy, received quickly and they are beautiful Date of experience: July 31, 2024",5
Heather,US,"Aug 26, 2024Redirected","Wonderful Service and Wonderful ProductBonnie was so excellent in her communication with me! She went above and beyond my expectations of my product and I am super grateful I stumbled upon their website! I will definitely order through her again :)Date of experience: August 23, 2024",5
Nancy Pattyn,US,"Aug 22, 2024Verified","Beautiful craftsmanshipBeautiful craftsmanship! Look forward to future orders!Date of experience: July 25, 2024",5
Judy Martin,US,"Aug 22, 2024Verified","The crosses are so beautiful and I…The crosses are so beautiful and I especially liked the small one.  I called them to order another one and they were able to send me another one. So very happy.Date of experience: July 25, 2024",5
Crystal Clark,US,"Aug 22, 2024Verified","Absolutely LOVE the three crosses I…Absolutely LOVE the three crosses I purchased for myself and my family! Date of experience: July 24, 2024",5
Rebecca Wilks,US,"Aug 21, 2024Verified","StunningAn absolute beautiful olive wood prayer cross from Israel.Date of experience: July 24, 2024",5
Ami Thompson,US,"Aug 21, 2024Verified","I really like the quality of the wooden hearts and the packaging was great.I really like the quality of the wooden hearts and I plan on buying more items from this business. Date of experience: July 23, 2024",5
Brandy ,US,"Aug 21, 2024Verified","Love the cross from the Holy land and…Love the cross from the Holy land and the set of hearts I received. Date of experience: July 24, 2024",5
Cheryl Shannon,US,"Aug 19, 2024Verified","Wood crosses and hearts Easy to order, quick delivery and as gifts or for myself the wood crosses and hearts are amazing and loved by all!Date of experience: July 22, 2024",5
Kathy R,US,"Aug 18, 2024Verified","Amazing !!Amazing !!! Great customer service!! Went above and beyond my expectations!  Great product!! Highly recommend!  Date of experience: July 19, 2024",5
Alida Chatham,US,"Aug 17, 2024Verified","Great productI have been collecting their hearts for some time.The painting on these hearts is beautiful.Date of experience: July 19, 2024",5
Melanie Levy,US,"Aug 15, 2024Verified","The Best of the Best!!Fast, great qualityDate of experience: July 17, 2024",5
B. Miller,US,"Aug 9, 2024Verified","I love that you value your customersI love that you value your customers,  and that you thank us with personal emails. A lot of love and care go into your items and packaging.You take great pride in your business and I will forever be a customer!! <3Date of experience: July 12, 2024",5
Jude Dee,US,"Aug 9, 2024Verified","Exceptional product, wonderful customer service These were gifted to a friend who is dealing with both parents with terminal cancer. She absolutely loved them. Also there was a mistake with shipping. I contacted the company by email to let them know the mistake. They got back to me within an hour and fixed the mistake and also followed up after. It’s great to see a company that cares about customer service. It’s seems to be lost in most companies these days. A great experience through the whole process. I would highly recommend this product and anything else from this company. Date of experience: July 12, 2024",5
Scott Kim,US,"Aug 8, 2024Verified","Very nice 4’ cross!Very nice 4’ cross! Date of experience: July 10, 2024",5
Brian Williams,US,"Aug 8, 2024Verified","Beautiful handcrafted hearts.Beautiful handcrafted hearts.  Date of experience: July 09, 2024",5
Robin McKnight,US,"Aug 7, 2024Verified","Wooden HeartsWhen I placed my order, I received 3 hearts. They were perfect. They are beautiful but most of all I love the fact that they made from an olive branch. I have just a small piece history from another country. Date of experience: July 09, 2024",5
Tonya,US,"Aug 7, 2024Verified","I bought 3 heartsI bought 3 hearts.  One for me and one for 2 dear friends.  We all carry them with us every where we go.  Love them and the feel of these beautiful hearts.  The history behind the wood is also very meaningful to us all.  Will purchase again.  Date of experience: July 09, 2024",5
Stephen Graham,US,"Aug 7, 2024Verified","Fast efficient serviceFast efficient service, for product purchase, in addition to, active support and correction of an error from my side. Thank you Dennehey Design. Continued success and growth of your business.Date of experience: July 10, 2024",5
Tracey Horner,US,"Aug 7, 2024Verified","I ordered 3 of the prayer crossesI ordered 3 of the prayer crosses, 2 are gifts and I will buy more. Beautiful wood grain, polished and delivered quickly. Contact by email with information about the shipping and to make sure I received my order. You can tell they care about their customers satisfaction. Date of experience: July 09, 2024",5
Eve Richardson,US,"Aug 7, 2024Verified","Great products and great serviceGreat products and great service Date of experience: July 09, 2024",5
LouAnn Nygaard,US,"Aug 6, 2024Verified","A live person to communicate with who made the selection process simple!Being able to speak with a person who understood what my needs were and met them to a tee!  The quality of their work is beautiful.  Date of experience: July 09, 2024",5
Gloria Gelin,US,"Aug 6, 2024Verified","The workmanship is so beautiful down to…The workmanship is so beautiful down to last detail  and the customer service is a 10.  Bonnie and her husband are the most kindness people you can ever do Business with. God Bless you both and bless your company  Date of experience: July 09, 2024",5
Cindy Messmer,US,"Aug 1, 2024Verified","I called to discuss my product being…I called to discuss my product being custom and Bonnie was a great listener and very relatable. I feel confident now about my order and I’m very excited to receive it.Date of experience: July 03, 2024",5
Greg Fromkin,US,"Aug 1, 2024Verified","Very unique gift and great quality.Very unique gift and great quality. Date of experience: July 03, 2024",5
Hannah Thompson,US,"Aug 1, 2024Verified","These are beautiful!These are beautiful! Date of experience: July 03, 2024",5
Kelly Long,US,"Jul 31, 2024Verified","Great qualityGreat quality.  Thank you Date of experience: July 03, 2024",5
Amy Ahring,US,"Jul 27, 2024Verified","Absolutely love the Olive branch hearts…Absolutely love the Olive branch hearts and crosses! They make excellent personal gifts! Will be purchasing more!! Date of experience: June 28, 2024",5
David Root,US,"Jul 24, 2024Verified","Love our heart. Site was easy to use. Items pictured were as shown. Date of experience: June 26, 2024",5
"Suzuyo Fox, Miami",US,"Jul 24, 2024Verified","Direct communicationDirect communication Date of experience: June 26, 2024",5
Amy Lewis,US,"Jul 24, 2024Verified","This company got my purchase to me…This company got my purchase to me quickly and it is great quality. I love the extra little gift that is tucked into my package. I will order from them again.Date of experience: June 25, 2024",5
Annie Mollica,US,"Jul 23, 2024Verified","Love all the products I’ve ordered!Love all the products I’ve ordered!! Great quality and very personalized! Date of experience: June 24, 2024",5
Andy,US,"Jul 19, 2024Verified","Great Company After an easy ordering process, I received pleasant updates from Bonnie.  This is the friendliest, most efficient company I’ve ever dealt with.Date of experience: June 21, 2024",5
Linda Tupper,US,"Jul 18, 2024Verified","Easy to order and quick deliveryEasy to order and quick delivery Date of experience: June 19, 2024",5
Tenacioust,US,"Jul 18, 2024Verified","Stunning olive wood heartI love the olive wood hearts made in Israel. They are beautiful and will make a good keepsake for our children. Letting them know that our love is unconditional and will never change. Date of experience: June 19, 2024",5
Lisa,US,"Jul 17, 2024Verified","Beautiful quality Beautiful quality, beautiful craftsmanship. And the customer service five star.Date of experience: June 19, 2024",5
p.sunil kumar p.sunil kumar,IN,"Jul 17, 2024","This company very goodThis company very good Date of experience: July 17, 2024",5
Toni Rhylander,US,"Jul 16, 2024Verified","All products I have received are…All products I have received are absolutely amazing! I highly recommend their website!Date of experience: June 18, 2024",5
Marion Mason,US,"Jul 8, 2024Verified","Our church purchased the 3ft layered…Our church purchased the 3ft layered cross. And I must say it is absolutely beautiful!! I also contacted Bonnie for help with a possible future purchase and she answered very promptly and was especially helpful. Your customer service is top notch!!!Date of experience: June 10, 2024",5
Gloria Sanchez,US,"Jul 5, 2024Verified","Very pleased with my purchase and for…Very pleased with my purchase and for the beautiful product! Perfect for gifts. Date of experience: June 07, 2024",5
Gail Munsell,US,"Jul 5, 2024Verified","Quality Products.Ease of ordering. Ability to add notes. Quick service. Quality products.Date of experience: June 06, 2024",5
Jay,US,"Jul 5, 2024Verified","I ordered to give some close friends…I ordered to give some close friends who supported me through a difficult time and I couldn’t believe how truly gorgeous these are. Everyone loved them and now I’m ordering more. Such a special, unique gift to give someone. Date of experience: April 19, 2024",5
Ott Tara,US,"Jul 4, 2024Verified","Thank you for the authenticityThank you for the authenticity. 💚Date of experience: April 30, 2024",5
Kenneth D Hull,US,"Jul 2, 2024Verified","LOVE YOUR PRODUCT LINEEverything we have purchased over several order has been excellent. We are hoping to buy the Ol' Rugged Cross and the Cross of all the Names.So yes we love your art work and craftsmanship. Date of experience: June 03, 2024",5
Karen S.,US,"Jun 29, 2024Verified","Gorgeous crosses ✝️ The crosses ✝️ I got are beautiful. The pictures did not do them justice. The different woods you use are perfect together.  I got one for my parents and one for myself. They are a perfect gift.Date of experience: May 31, 2024",5
Laura lang,US,"Jun 27, 2024Verified","Very professionalVery professional! Beautiful design, especially for a wedding gift.  Got here quickly. Very happy.Date of experience: May 30, 2024",5
Sue,US,"Jun 26, 2024Verified","Patriotic HeartsI love these little heart-shaped flags so much-they’re just darling!It’s quite possible I need to order more of these because I think a bowl full of them on the counter would be a delight to see each day all year long! ❤️🤍🇺🇸💙Date of experience: May 28, 2024",5
Jean,US,"Jun 25, 2024Verified","Beautiful wooden hearts  Beautiful wooden hearts   Some painted some plain to give to loved ones Date of experience: May 28, 2024",5
Joeli Ridley,US,"Jun 24, 2024Verified","Beautiful design and great qualityBeautiful design and great quality. Love it!Date of experience: May 27, 2024",5
Karen Bibbee,US,"Jun 22, 2024Verified","They were beautifulThey were beautiful. I've given them out as gifts. Everyone loves them. Especially being from Israel. God Bless Israel..and you both.  Date of experience: May 24, 2024",5
L C H,US,"Jun 22, 2024Verified","I came across a video of the olive wood…I came across a video of the olive wood hearts from and LOVE the dozen that I ordered.  The craftsmanship is beautiful, andI love having them in my living room.  I also gave one heart each to a few friends and they loved them, also.  I may eventually check out some of the other items you offer.  God Bless and Keep you safe.Date of experience: May 24, 2024",5
Nancy Johnson,US,"Jun 20, 2024Verified","Beautifully done hearts that were…Beautifully done hearts that were beautifully packaged! Love love love ❤️ ❤️❤️Date of experience: May 23, 2024",5
Gladys Cross,US,"Jun 19, 2024Verified","Always prompt quality serviceAlways prompt quality service. Thank you. Date of experience: May 22, 2024",5
Rebecca McCarter,US,"Jun 19, 2024Verified","My order was filled very quick and the…My order was filled very quick and the hearts I received were lovely and each unique Date of experience: May 22, 2024",5
Caitlin N,US,"Jun 19, 2024Redirected","Absolutely Stunning Work!Absolutely stunning work! Fantastic communication! Lightning-fast shipping! We highly recommended Dennehey Design! We were looking for something special to honor the legacy of our seasoned church members and, when we saw the layered walnut Cross, we knew that was it. We could not be happier! It was extremely well packed and the craftsmanship is just extraordinary. If you’re looking for a unique piece of art, this is it!Date of experience: June 18, 2024",5
Lisa S.,US,"Jun 19, 2024Verified","Great customer service and product!Great customer service and product!  Date of experience: May 21, 2024",5
Phyllis-customer,US,"Jun 13, 2024Verified","Exceptional Customer Service!I ordered The Promise Cross for a gift for some good friends because I had one and loved it.  When it arrived, it wasn’t exactly like mine and I was disappointed.  I contacted Bonnie Dennehey and she responded very quickly.  She sent me a picture (close-up) of a cross she had that looked exactly like the one I have.  Within a week or so after I returned the Cross, I received the “perfect” one.  No hassle at all!!  Thanks again, Bonnie!  Our friends love The Promise Cross!Date of experience: May 16, 2024",5
MACKENZIE,US,"Jun 13, 2024Verified","I purchased hearts and crosses and I…I purchased hearts and crosses and I love them all. I have given them out to family and friends, who in turn love them too. Date of experience: May 15, 2024",5
Laura Schmidt,US,"Jun 13, 2024Verified","Interesting products- luv that they are…Interesting products- luv that they are made from recycled materials!Date of experience: May 15, 2024",5
BJost customer,US,"Jun 13, 2024Verified","Great to work with great product look…Great to work with great product look forward to shopping more Date of experience: May 15, 2024",5
Jeff C,US,"Jun 12, 2024Verified","Great for gifts!This is my third purchase from Dennehey Design. All of my purchases have included gifts for others.  Every single time, people love them.  Date of experience: May 15, 2024",5
Stephen Sichel,US,"Jun 12, 2024Verified","This item is ""spot-on"" and it's a very…This item is ""spot-on"" and it's a very clean construction. This is a wonderful history of the states I've lived in and such a fun new display for our home!Thanks so much...Cheers,Steve SichelDate of experience: June 11, 2024",5
Karen S,US,"Jun 11, 2024Verified","First OrderArrived quickly and the workmanship was wonderfulDate of experience: May 13, 2024",5
Jeffery Woodford,US,"Jun 10, 2024Verified","Love DenneheyLove Dennehey.  Great products and great service Date of experience: May 13, 2024",5
Jennifer,US,"Jun 7, 2024Verified","Beautiful Piano Keys CrossBeautiful Piano Keys Cross! All the details of the keys that you never see in the piano make the cross spectacular.Date of experience: May 09, 2024",5
Myra Heard,US,"Jun 7, 2024Verified","The products they produce are exquisite.The products they produce are exquisite.  Not only is the quality extraordinary, the creativity and designs of their works keeps their pieces interesting and items I want to display.  I have found the customer service to be helpful and accommodating.  My experience with Dennehey Design has been fantastic!!Date of experience: May 09, 2024",5
Lynn,US,"Updated Jun 11, 2024Verified","Great Customer Service!It’s always a special experience when ordering from Shane and Bonnie! I know I’m getting something beautiful I can share as gifts or keep for my home. Orders are sent quickly and arrive safely. Bonnie promptly responded via social media when I had a question. Dennehey Designs is one of my favorites!Date of experience: May 07, 2024",5
Sherrie,US,"Jun 5, 2024Verified","Beautiful products Beautiful products! And fast service, I received my order quickly. Date of experience: May 07, 2024",5
Laura Sayre,US,"Jun 4, 2024Verified","The hearts are just beautifulThe hearts are just beautiful!  I would definitely order again from Dennehey Design's!  Thank you.Date of experience: May 07, 2024",5
Christine,US,"May 31, 2024Verified","Tremendously creative itemsTremendously creative items.  The quality is great!  Responsive with questions!  Have purchased numerous items and have been happy with each and every one!  Date of experience: May 03, 2024",5
PRISCILLA,US,"May 31, 2024Verified","I love this companyI love this company. They care about their customers. The products they produce are exquisite.Date of experience: May 03, 2024",5
Susan,US,"May 31, 2024Verified","High quality products and serviceCustomer service is extraordinary and products are sensory treats!Date of experience: May 03, 2024",5
Penny Gaskell,US,"May 30, 2024Verified","Easy orderingEasy ordering, speedy delivery, great quality!Date of experience: May 02, 2024",5
Carolyn,US,"May 29, 2024Verified","Fast delivery of beautiful products.Fast delivery of beautiful products. Date of experience: April 30, 2024",5
June,US,"May 29, 2024Verified","Very PleasedMy olive wood hearts from the Holy Land are beautiful. I particularly like those with a lot of the grain patterns. Two had very little but the backstory and present meaning behind them still makes them special.  I'm keeping one and giving the other 5 to very special people in my life symbolic of my love and God's love for them. A wonderful American small business to purchase from. Date of experience: April 30, 2024",5
Sherry Hammond,US,"May 29, 2024Verified","Dennhey DesignSpeedy delivery.  Item exactly as described. Very happy with this company.Date of experience: April 30, 2024",5
Bonnie,US,"May 28, 2024Verified","Love the cross made from old piano…Love the cross made from old piano parts! Arrived quickly too. Love this company! Date of experience: April 30, 2024",5
Valued Customer,US,"May 27, 2024Verified","Beautiful itemBeautiful itemGreat quality Date of experience: April 29, 2024",5
Patrick Neuwirth,US,"May 27, 2024Verified","Wonderful company and amazing serviceWonderful company and amazing service.  Could not be happier.  And my wife LOVED her anniversary present!Date of experience: April 26, 2024",5
Donald Hebert,US,"May 24, 2024Verified","Crude Crude Rough cut edges, not deburredWay over priced Date of experience: April 26, 2024",1
Brooke Eidson,US,"May 23, 2024Verified","The products I received are perfect!!The products I received are perfect and will be a family heirloom for my family. I also ordered extras for anyone in need of a little extra prayer. Date of experience: April 24, 2024",5
Thecla Hanssen,US,"May 22, 2024Verified","Unique giftBuy! You won’t be disappointed Date of experience: April 24, 2024",5
Angela S.,US,"May 21, 2024Verified","The hearts are beautiful and note that…The hearts are beautiful and note that goes along with is equally beautiful.  I gave to friends who enjoyed Atlas of the Heart together (by Brene Brown) and the quote from Brene made the gift to friends perfect.  Also, extra special to get my own ""Thank you"" gift from artist.Date of experience: April 23, 2024",5
Bonnie Kahl,US,"May 21, 2024Verified","Thank you for such a beautiful art…Thank you for such a beautiful art piece.Your help in getting it to a family who is hurting was heartfelt. You kindness to me and the situation was beautiful. thank you for everything.Date of experience: April 22, 2024",5
customer,US,"May 21, 2024Verified","Product was as projectedProduct was as projected.   Rapid delivery.   Very pleased that item was as pictured.Date of experience: April 22, 2024",5
Lisa Ritchie,US,"May 20, 2024Verified","quality products and very nice…quality products and very nice Christian people!!Date of experience: April 22, 2024",5
Karen Keck,US,"May 20, 2024Verified","Beautiful work and excellent qualityBeautiful work and excellent quality.   Great to keep or give as gifts.    Great product and will buy from them againDate of experience: April 19, 2024",5
LaShawn Norden,US,"May 18, 2024Verified","Exceptional quality & customer service Excellent quality, arrived in a timely manner, and the customer service is top notch! I have made multiple purchases and wish I could buy one of everything! Date of experience: April 19, 2024",5
Alice,US,"May 17, 2024Verified","Wooden HeartsQuick shipping  and beautiful product.Date of experience: April 19, 2024",5
Philip Rioux,US,"May 17, 2024Verified","Working with Dennehey Design was greatWorking with Dennehey Design was great!  They worked with me to custom design my heart sign and it came out amazing.  They kept me updated on progress and the heart showed up when promised.  My daughter loved it!!!  I would highly recommend Dennehey Designs.Date of experience: April 17, 2024",5
Sarah Williams,US,"May 16, 2024","Great companyGreat company. Quick response from customer service. They were on top of everything. Product was perfect. Would definitely order from them again.Date of experience: May 10, 2024",5
Carol Whitehead,US,"May 15, 2024Verified","Sacred gift!I love the quality of these pieces and the fact that they come from olive wood in Israel! Such a special blessing to share with my Christian friends!Date of experience: April 17, 2024",5
Fran (Sugar Lady),US,"May 14, 2024Verified","A well pleased customer!!! They give customer service from the heart, with compassion!!!Date of experience: April 16, 2024",5
