Username,location,date,content,Rating
MELISSA SALAH,US,"Aug 3, 2021Verified","This is the second cake stand I've…This is the second cake stand I've ordered and it's beautiful. I can't wait to show off my daughter's cake.Date of experience: August 03, 2021",5
Kimberly Cheatham,US,"Apr 5, 2021Verified","This is a beautiful cake standThis is a beautiful cake stand.  I cannot wait to use it for my wedding cake!Date of experience: April 05, 2021",5
Sarah Lackie,CA,"Mar 7, 2021Verified","Beautiful productBeautiful product. Fast shipping. Packed well. Arrived in perfect condition!Date of experience: March 07, 2021",5
Brenda Rodgers,US,"Jan 10, 2021Verified","Three tier chandelier cake stand are…Three tier chandelier cake stand are beautiful!Date of experience: January 10, 2021",5
Amy Healy,US,"Oct 7, 2020Verified","Packaged Well for MailThe item was very well packaged and came to me in great condition.Date of experience: October 07, 2020",5
D bride,US,"Feb 18, 2021Verified","Perfect addition to my beautiful…Perfect addition to my beautiful wedding cake! Great quality and fast shippingDate of experience: February 18, 2021",5
Elizabeth,US,"Jan 24, 2021Verified","Overall excellent service and quality…Overall excellent service and quality of product.  I highly recommend them.Date of experience: January 24, 2021",5
V. B. ,US,"Jan 19, 2021Verified","Beautiful!!Beautiful!!! Quick shipping. Works well and looks fantastic.Date of experience: January 19, 2021",5
Ebony Oquendo,US,"May 24, 2021Verified","Beautiful cupcake stand and everything…Beautiful cupcake stand and everything on table was beautiful 😍😍😍Date of experience: May 24, 2021",5
Diego Contreras,MX,"Sep 8, 2021","Great fashion sense.The products there are very stylish and beautiful. Like it!Date of experience: September 08, 2021",4
Bernardo Gonzalez,MX,"Apr 19, 2022Verified","Never recive the tracking number and…Never recive the tracking number and itemsDate of experience: April 19, 2022",1
hassan chouiakh,US,"Jan 21, 2021Verified","Good serviceGood service , product arrived as expected and , good quality.Date of experience: January 21, 2021",5
bob jones,US,"Jan 24, 2021Verified","The plug in chandelier is awesomeThe plug in chandelier is awesome. Thank you all for this order and a great product.Date of experience: January 24, 2021",5
Monica R,US,"Dec 8, 2020Verified","The best cake standsJust bought the 8” black cake stand and it is so cute!! I think I need all the colors now lol such great stands.Date of experience: December 08, 2020",5
Bonita Gillis,US,"Jan 9, 2021Verified","Fabulous product!Fabulous product!! I will definitely order againDate of experience: January 09, 2021",5
Francisco Robles,MX,"Jan 31, 2022Verified","Beautiful and Elegant cake stand!Beautiful and Elegant cake stand!! Love it!!Date of experience: January 31, 2022",5
Mainely Cupcakes,US,"Nov 22, 2020Verified","The service is awesome and the products…The service is awesome and the products are amazing.Date of experience: November 22, 2020",5
Mihaela LeCedre,US,"Oct 7, 2020Verified","ExcellentThis was the 3rd cake stand I bought, and I love the quality and the sturdiness.Date of experience: October 07, 2020",5
LIDIA SANTISTEBAN,GT,"Apr 10, 2021Verified","I recived my orden on time and completeDate of experience: April 10, 2021",5
Catherine Mugridge,US,"Jun 2, 2021Verified","The product I received is nothing like…The product I received is nothing like what I ordered.Date of experience: June 02, 2021",1
Donna Luzzi,US,"Dec 16, 2020Verified","I have not received a thingI have not received a thing! How can I rate something that’s not here!Date of experience: December 16, 2020",1
Sharifa Kabeer,US,"Nov 22, 2021Verified","My order hasn’t been received!Date of experience: November 22, 2021",1
Julie ,US,"Sep 5, 2021Verified","Your product is absolutely beautiful…Your product is absolutely beautiful shipping getting slow for some reason possibly pandemicDate of experience: September 05, 2021",4
Veronica Macias,US,"Sep 10, 2021Verified","Always easy to order and i receive it…Always easy to order and i receive it so fast.. thank youDate of experience: September 10, 2021",5
Amulya Arora,US,"Oct 14, 2020Verified","The cake plate should be scratch…The cake plate should be scratch resistant.Date of experience: October 14, 2020",4
Lucy Drummond,US,"Apr 23, 2020Verified","The stand is great - packaging uses styrofoam :(The stand is great - but I am honestly horrified that the packaging uses styrofoam. Styrofoam kills ecosystems and never decomposes. I was shocked. There are other ways to package and I truly hope this company starts to use a different material that does not do so much harm.Date of experience: April 23, 2020",2
Maricela Martinez,US,"Dec 9, 2020Verified","Cake standsAlways fast shipping! Great quality!Date of experience: December 09, 2020",5
Markeila Borden,US,"Oct 14, 2020Verified","Love my standsLove my stands. Thank you for providing such great quality!Date of experience: October 14, 2020",5
Cristina Hernandez,US,"Jan 27, 2022Verified","So beautifulSo beautiful! Great quality itemsDate of experience: January 27, 2022",5
Candy Ramirez,US,"Nov 3, 2021Verified","Fast shipping & durable productDate of experience: November 03, 2021",5
Tasha Scott ,US,"Nov 28, 2020Verified","It’s everything that I imaginedIt’s everything that I imagined! I’m very happy and pleased with my order!Date of experience: November 28, 2020",5
Kristen Bunten,US,"Jun 8, 2021Verified","Great product and fast delivery.Date of experience: June 08, 2021",5
Adina Khan,US,"Dec 6, 2020Verified","BeautifulBeautiful and shipped very fastDate of experience: December 06, 2020",5
Pat Young,US,"Apr 26, 2021Verified","Great product and on time delivery.Date of experience: April 26, 2021",5
Nicole Johnson,US,"Apr 19, 2021Verified","BeautifulBeautiful, high quality cake stand!Date of experience: April 19, 2021",5
Lucia Patino,US,"Mar 24, 2021Verified","Great serviceGreat service! Fast shippingDate of experience: March 24, 2021",5
Carolina Viloria,US,"Dec 5, 2020Verified","Amazing cake standAmazing cake stand, fast delivery!Date of experience: December 05, 2020",5
Mayra Rodriguez,US,"Mar 22, 2022Verified","Beautiful pieces and fast shipping!!Date of experience: March 22, 2022",5
Lax,US,"May 17, 2021Verified","Beautiful itemBeautiful item. Worked well with the party.Date of experience: May 17, 2021",5
Ash ,US,"Feb 9, 2021Verified","Beautiful!Beautiful piece and arrived quickly.Date of experience: February 09, 2021",5
D.S.,US,"Jan 22, 2021Verified","Beautiful candlesticks --- just a…Beautiful candlesticks --- just a little pricey!!Date of experience: January 22, 2021",5
Bertran Greguar,GB,"May 30, 2020","Excellent items...Recently received my first order, the parcel arrived quickly enough. I ordered candle holders and they came unharmed, just like in the photo on the site. Just great quality, I'll order here once again. But I would like Amalfi Decor to increase its assortment slightly. Among other things, everything is just fine.Date of experience: May 30, 2020",5
Tammi Reusch,US,"Feb 7, 2021Verified","Product was exactly what I neededProduct was exactly what I needed! Shipping was quick!Date of experience: February 07, 2021",5
Amelia Rodriguez,US,"Jan 31, 2021Verified","Ship wrong item that cost less had to…Ship wrong item that cost less had to reorderDate of experience: January 31, 2021",3
Rosa Z.,US,"Aug 10, 2021Verified","The cake stand is beautiful, and the quality is superb!The cake stand is beautiful, and theDate of experience: August 10, 2021",5
Janola Martinez ,US,"Oct 7, 2020Verified","I was very pleased not to mention…I was very pleased not to mention EXCITED about the candy dishes I purchased. I’ve been eyeballing this item for thee longest and finally got them I’ll be back Oh! And I really APPRECIATE the packaging VERY GOOD VERY GOOD 💛Date of experience: October 07, 2020",5
Diane Schmidt,US,"Apr 23, 2020Verified","Elizabeth Chandelierthe Madeline chandelier was in the shipping box almost labeled n I phoned to determine If I could stop the shipment as my heart was all about the Elizabeth chandelier however I hesitated to initially order as inventory reflected 1 in stock - which generally means none in stock.....Im central time your pacific but I received a return phone call after leaving a message much earlier in Pacific timing n sure enough there was a Elizabeth chandelier in white in stock n the operator said they could switch the product, soooo excited I paid the difference and received the exact chandelier I was hunting for - I'm very happy n passing your company name along to my circles of friends - Thank you - Diane Schmidt (Chgo., IL)Date of experience: April 23, 2020",5
Fabiola Baldissarelli,CA,"Apr 25, 2021Verified","I love my cake standsI love my cake stands! They are very pretty and good quality!Date of experience: April 25, 2021",5
Mary B.,US,"Jun 21, 2020","Finally found a gorgeous cake standFinally found a gorgeous cake stand! New, shiny. And beautiful. Will be perfect for our wedding cake! The magnetic roses are amazing as well. Wish I ordered more with my first order!Date of experience: June 21, 2020",5
Brovelli Oils Vinegars & Gifts,US,"Aug 10, 2021Verified","Fast serviceDate of experience: August 10, 2021",5
YVETTE DELEON,US,"Nov 22, 2021Verified","I have not received my orerDate of experience: November 22, 2021",1
Matilda Harrison,US,"Feb 6, 2021Verified","Product came quickly and just as…Product came quickly and just as pictured! Love it!Date of experience: February 06, 2021",5
Steve Lukachek,US,"Dec 17, 2020Verified","Great !Great quality product.Date of experience: December 17, 2020",5
M Cave,US,"Jan 16, 2021Verified","Superior Service!Ordering made easy with super fast delivery and order informationDate of experience: January 16, 2021",5
Annalisa Ewald,US,"Oct 9, 2020Verified","Shuffle products and great service!Date of experience: October 09, 2020",5
Sherri Miller,US,"Mar 17, 2021Verified","Great product and packaged great as wellDate of experience: March 17, 2021",5
Stephanie James ,US,"Oct 7, 2020Verified","Love all my cake standsLove all my cake stands. Thank you for a get product. ❤️Date of experience: October 07, 2020",5
Neeru Khosla,US,"Oct 7, 2020Verified","Excellent love itDate of experience: October 07, 2020",5
DAWN Clark,US,"Mar 11, 2021Verified","It is beautifulDate of experience: March 11, 2021",5
lindsey sutton,US,"Oct 7, 2020Verified","Great quality and styleDate of experience: October 07, 2020",5
Diane Grimes,US,"May 18, 2021Verified","Quick to shipQuick to ship. Great quality product!Date of experience: May 18, 2021",5
Cecilia Chirre,US,"Jan 12, 2022Verified","Cake stands so beautiful and high quality 😍My order was set standDate of experience: January 12, 2022",5
LORRAINE,US,"Jan 13, 2021Verified","Best quality will recommendDate of experience: January 13, 2021",5
Maria Castaneda,US,"Jun 23, 2021Verified","Love the gold and qualityDate of experience: June 23, 2021",5
Adriana Gallegos,US,"Nov 1, 2021Verified","The best customer service!!Date of experience: November 01, 2021",5
Carrie ,US,"Apr 27, 2020Verified","Great cake trayGreat cake tray, love it!It’s really nice quality, looks like photo.Got in mail fast too!Date of experience: April 27, 2020",5
Shauna ,US,"Apr 29, 2020Verified","Product is amazing looks just like the…Product is amazing looks just like the picture, it’s heavy and sturdy feeling. Love itDate of experience: April 29, 2020",5
Alison,US,"Dec 7, 2020Verified","Fantastic customer service and amazing…Fantastic customer service and amazing shipping time.Date of experience: December 07, 2020",5
Micaela Reyes,US,"Mar 7, 2021Verified","Tops break off!!!!Tops break off!!!!! Made cheap!!!!Date of experience: March 07, 2021",1
Carolyn,US,"May 21, 2020Verified","Wedding cake standReceived a beautiful cake stand. It was well packaged and perfect for the wedding.Date of experience: May 21, 2020",5
Lin,US,"Oct 7, 2020Verified","Always great quality and exceptional…Always great quality and exceptional packaging.Date of experience: October 07, 2020",5
Sally S,US,"Oct 7, 2020Verified","Great hold display traysLoved the display trays I ordered. Payment and shipping were super fast!Date of experience: October 07, 2020",5
Consumer,US,"Mar 2, 2021Verified","I love my dessert standsDate of experience: March 02, 2021",3
Stanley Szemela Extra Space,US,"Dec 13, 2021Verified","Excellent service and prompt delivery.Date of experience: December 13, 2021",5
La Ronda Gutierrez,US,"Feb 18, 2021Verified","Absolutely amazing quality products!!Date of experience: February 18, 2021",5
sylvia fernandez,US,"Jun 14, 2020Verified","Sometimes an apothecary jar can mean much more than just a jar...A few weeks ago, post full-rent, I bought 4 beautiful apothecary jars as the ""crown jewel"" display for our buffet table, just as this COVID19 pandemic nightmare was hitting my town, NYC. We all know what happened here, and that those here, are still fighting to stay alive and keep our loved ones safe. Nothing is ""normal"" any more. What people may not realize, is that at the start of the pandemic, all courrier services (rightly) suspended ""signature required"" deliveries, in order to keep service pros safe.  Needless to say, unsigned packages left unaccountably, are a theives dream!!! We ended up calling customer service @Amalfi decor for SEVERAL replacements, which were repeatedly sent out and stolen.  I can't recall how many replacement shipments the ever patient Maria there sent us, but we FINALLY recieved our GORGEOUS apothecary jars after MANY failed/stolen shipments! I'm glad we tried and tried to get those darn jars!  IT WAS SO WORTH IT!!! I CAN'T SAY ENOUGH ABOUT THE WONDERFUL CUSTOMER CARE there at Amalfi Decor, Maria specifically. I know they lost $$$ inventory while trying to deliver my order.  One thing Amalfi decor HAS GAINED IS A LIFELONG FAN AND CUSTOMER.  In a time of great uncertainty, with so many ""normal"" aspects of life seeming to unravel, and formerly dependable services like parcel delivery, not performing well, it is a true comfort that a company in business this day is willing to go the extra mile, PLUS, for a customer.  For all this, THANK YOU,AMALFI DECOR, FROM THE BOTTOM OF MY HEART.  My home feels like a HOME thanks to Maria's effort. It means a lot since we are still in self quarantine!  Thanks again!Date of experience: June 14, 2020",5
Char,US,"Jan 11, 2021Verified","Love my new cake standDate of experience: January 11, 2021",5
Sheron Johnson,US,"Dec 18, 2020Verified","LOVELOVE! LOVE! LOVE my cake stands!Date of experience: December 18, 2020",5
Marisela Lopez,US,"May 7, 2021Verified","They're really niceDate of experience: May 07, 2021",5
Brodi Gary,US,"Jul 24, 2020","Great placeGreat place. Awesome Emploeyes!Date of experience: July 24, 2020",5
Charlotte Baily,US,"Oct 4, 2020","Very good service providersDate of experience: October 04, 2020",5
Opalyn Aniceto,US,"Jan 19, 2022Verified","Excellent quality service!Date of experience: January 19, 2022",5
dark lovely,NI,"Aug 16, 2020","Very good and simpleDate of experience: August 16, 2020",4
Zulines Cruz,US,"Apr 27, 2020Verified","The color was beautiful!Date of experience: April 27, 2020",5
test,US,"Apr 21, 2020Verified","....quick turnaroundDate of experience: April 21, 2020",5
Joy,US,"Apr 21, 2020Verified","Shipment received quickly w/out any…Shipment received quickly w/out any issues. The product was as displayed in the photo.Date of experience: April 21, 2020",5
Little Hunnys Cakery,US,"Apr 17, 2020Verified","Excellent customer service and the most…Excellent customer service and the most beautiful products. Would definitely recommend!!Date of experience: April 17, 2020",5
Tina Love,US,"Apr 17, 2020Verified","Simple and just lovelySimple and just lovely!  Fast and careful shipping!  I couldn't be happier.  One of my new favorite things!Date of experience: April 17, 2020",5
 M  Frazier,US,"Apr 15, 2020Verified","The package arrived on time as…The package arrived on time as indicated and the 3 piece metal cake stand riser set is more beautiful than the pics online!Date of experience: April 15, 2020",5
Nicole Gant,US,"Apr 14, 2020Verified","Love the gold vasesDate of experience: April 14, 2020",5
Anne Jackson,US,"Apr 7, 2020Verified","My cake plate was beautiful and the…My cake plate was beautiful and the website was easy to order from with a great selection!!Date of experience: April 07, 2020",5
Raquel Amezcua,US,"Apr 5, 2020Verified","Beautiful stand and sturdy.Date of experience: April 05, 2020",5
Jacquelyn Cartella,US,"Apr 2, 2020Verified","Excellent produce and customer service!Date of experience: April 02, 2020",5
Michelle W,US,"Mar 25, 2020Verified","I bought a beautiful red cake stand and…I bought a beautiful red cake stand and gave it as a gift. The recipient was very happy with the look and quality of the cake stand. My order was shipped promptly and it was in perfect condition.Date of experience: March 25, 2020",5
Cynthia Lux,US,"Mar 23, 2020Verified","Excellent quality.Date of experience: March 23, 2020",5
Amy ,US,"Mar 23, 2020Verified","Fast shipping excellent customer…Fast shipping excellent customer service.Date of experience: March 23, 2020",5
Liza Urena,US,"Mar 21, 2020Verified","Love the qualityDate of experience: March 21, 2020",5
Andrea Martin Woodberry,US,"Mar 16, 2020Verified","This is a beautiful product light in…This is a beautiful product light in weight which I love!Date of experience: March 16, 2020",5
Diana Knoth,US,"Mar 13, 2020Verified","Very elegantVery elegant!  Simple and classic design - will be able to use with layered cakes.Date of experience: March 13, 2020",5
Shannon Raines,US,"Mar 13, 2020Verified","This is truly an exquisite setThis is truly an exquisite set, just gorgeous, and extremely high quality. I love it and so does everyone who comes in and sees it in my living room. It is a truly unique heirloom piece that I will keep forever and pass on.Date of experience: March 13, 2020",5
Shania ,US,"Mar 12, 2020Verified","I had a small issue with one item in my…I had a small issue with one item in my order and Maria provided the utmost care and respect while resolving. She understood the problem at hand and resolved it in such a timely manner.Date of experience: March 12, 2020",5
Margaret Shaheen,US,"Mar 10, 2020Verified","Fabulous company to work withFabulous company to work with!  I ordered 9 candelabras and the quality was so good I ordered 3 more!  I had a mishap(my fault) with one of the votives and they are sending me a free replacement !Margaret ShaheenDate of experience: March 10, 2020",5
JC,US,"Mar 10, 2020Verified","Great service and the delivery on time!Date of experience: March 10, 2020",5
Joelle Hadix,US,"Mar 9, 2020Verified","Loved everythingLoved everything! Amazing quality!!Date of experience: March 09, 2020",5
Susan A,US,"Mar 6, 2020Verified","My cake stand is beautifulMy cake stand is beautiful! I love it! I’m very impressed with Amalfi Decor. Your website is very user friendly and answered all of my questions. The service was quick! My order was shipped within a day or two and my cake stand arrived very safely packaged. Thank you!Date of experience: March 06, 2020",5
Lisa Falzone,US,"Mar 6, 2020Verified","Beautiful and very easy to set upBeautiful and very easy to set up. Lovely in my sitting room. Priced wonderfully.Date of experience: March 06, 2020",5
Theresa Bender,US,"Mar 5, 2020Verified","I really loved the fast service!Date of experience: March 05, 2020",5
Carol Morgan,US,"Mar 5, 2020Verified","I still have not received my orderI still have not received my order. I emailed about it a week ago and still have not gotten a reply.Date of experience: March 05, 2020",1
Patti,US,"Mar 4, 2020Verified","Great customer serviceGreat customer service, and fast shippingDate of experience: March 04, 2020",5
Maria Harger,US,"Mar 4, 2020Verified","The acrylic cake boards are greatThe acrylic cake boards are great - they are strong.Date of experience: March 04, 2020",5
Tyler Giammarco,US,"Mar 2, 2020Verified","A bit disheveled but otherwise fine.Date of experience: March 02, 2020",4
Victoria Kwiatkowski,US,"Mar 1, 2020Verified","I love these mirrored display pedestals…I love these mirrored display pedestals for my seasonal table decorations or for holding cupcakes , desserts or just about any finger foods. They are beautiful, elegant and make me happy just looking at them.Date of experience: March 01, 2020",5
Ivanna  Gonzalez ,US,"Feb 27, 2020Verified","I love ordering from this company!I love ordering from this company!! Everything is packaged correctly and intact. Never had a problem!! The items are not cheap looking like others, where the cake stands metal bent easily.Date of experience: February 27, 2020",5
sylvia talbott,GB,"Feb 26, 2020Verified","I’ll give five stars my cake stand are…I’ll give five stars my cake stand are beautiful I love them very much will definitely shop again.Date of experience: February 26, 2020",5
Natalie Peterson,US,"Feb 26, 2020Verified","Great productGreat product, easy website!Date of experience: February 26, 2020",5
Iman,CA,"Feb 21, 2020Verified","Great communication and very friendlyGreat communication and very friendly! Amazing products!Date of experience: February 21, 2020",5
"The Perfect Touch Events, LLC ",US,"Feb 20, 2020Verified","Great addition to our inventory!Beautiful color, excellent quality!Date of experience: February 20, 2020",5
H. Jansen,US,"Feb 18, 2020Verified","Loving this and all my cakes standsLoving this and all my cakes stands. Never disappointed and always great quality!Date of experience: February 18, 2020",5
Theresa Cheung,US,"Feb 18, 2020Verified","Please go green!Fast shipping!  I would encourage the company not to use styrofoam in their packaging and to find alternative ways for packing.Date of experience: February 18, 2020",4
Kimberlie Reed,US,"Feb 18, 2020Verified","Beautiful fixtureBeautiful fixture. Question that I have though is that long white chain that runs in between the Warriors is there a way to remove all the excess chain I’ve been trying to cut through it and I can’tDate of experience: February 18, 2020",5
Pat,US,"Feb 17, 2020Verified","Love.Love.LoveLove, love this beautiful, pink, well made cake stand! I'm very happy that the Round Modern Cake Stands now come in an 8-inch size. They're perfect for the 6-inch cakes I prefer to bake. I also like the fact that the base can be removed... as it makes transporting cakes soooo much less stressful!Date of experience: February 17, 2020",5
Sweet Party Decor,US,"Feb 17, 2020Verified","My chandelier is BeautifulMy chandelier is Beautiful, I love buying all my cake And treat stands. I will tag you on my next decorations.Date of experience: February 17, 2020",5
Evadna Whyte,US,"Feb 17, 2020Verified","Great serviceDate of experience: February 17, 2020",5
Amelia Cottrell,US,"Feb 15, 2020Verified","It's beautiful and shipping was easy to…It's beautiful and shipping was easy to track using arrive. Didn't take too long and is such a steal for the price!Date of experience: February 15, 2020",5
MAIDA DOMINGUEZ,US,"Feb 15, 2020Verified","The cupcakes holder looks elegantThe cupcakes holder looks elegant, awesome quality! Love ioDate of experience: February 15, 2020",5
Angelina Aviles,US,"Feb 13, 2020Verified","Love my itemsLove my items , great quality and fast shipping !Date of experience: February 13, 2020",5
Christine Rosado,US,"Feb 12, 2020Verified","ExcelentExcelent. Great product. There is not shipping to Puerto Rico so i had to place a address of a family member and they send it back to meDate of experience: February 12, 2020",5
Melissa E,US,"Feb 11, 2020Verified","I bought several pedestals and a…I bought several pedestals and a plateau at the same time.  They all arrived safely and look amazing.  Can't wait to put them to work showcasing my cakes!  Thank you!Date of experience: February 11, 2020",5
Kristina Burfield (Pearl_delights),US,"Feb 11, 2020Verified","Outstanding quality!!!Outstanding quality and customer service, thank you!Date of experience: February 11, 2020",5
Brandi Blea,US,"Feb 8, 2020Verified","Beautiful and durableBeautiful and durable! I love my new standsDate of experience: February 08, 2020",5
Delores Fenton,US,"Feb 7, 2020Verified","I absolutely live these cake plates!I absolutely live these cake plates!! I am doing a wedding cake for my nephew and his bride this weekend and the cakes will look amazing on these plates. I was a little concerned that they may not arrive on time because my first order was lost in shipping. I contacted Amalfi and they immediately shipped me out another set. Thank you so much for a quality product and great service.Date of experience: February 07, 2020",5
Colleen Dunn,US,"Feb 6, 2020Verified","I bought this light to add some glam to…I bought this light to add some glam to my bathroom. It arrived in a timely manner and is lovely. The quality is good and I love the glass instead of plastic beading. I am happy with this purchase.Date of experience: February 06, 2020",5
Michelle ,US,"Feb 6, 2020Verified","I love the quality of Amalfi Decor…I love the quality of Amalfi Decor chandeliers! I now have three of them. They all have beautiful, quality crystals and are absolutely beautiful!!!!Date of experience: February 06, 2020",5
Terrie Guerra,US,"Feb 6, 2020Verified","Recent PurchaseI purchased a cupcake stand and two cake plates.  I love my purchases!  I am using them to cater a dessert and wine reception on Valentines Day.  The products are made well and are beautiful!Date of experience: February 06, 2020",5
CARMEN GUZMAN,US,"Feb 4, 2020Verified","Excellent product and customer service!Date of experience: February 04, 2020",5
Courtney Fetherolf,US,"Feb 4, 2020Verified","I love my cake standsI love my cake stands! They are high quality, affordable, and so so pretty! Plenty of different colors and options, and the new 8 inch stands are just adorable.Date of experience: February 04, 2020",5
Della's Creations,US,"Feb 3, 2020Verified","Fast shipping and packaged well!Fast shipping and packaged well!! I love my candy jars, just a beautiful as the picture. I am very pleased.Date of experience: February 03, 2020",5
Lucia Santillan,US,"Feb 3, 2020Verified","Omg love my stands quality...Date of experience: February 03, 2020",5
Celine A,US,"Jan 29, 2020Verified","Amalfi is professional companyAmalfi is professional company, providing perfect quality of stands, completing sweet tables!Date of experience: January 29, 2020",5
yessenia calderon,US,"Jan 27, 2020Verified","nit just beautiful, but also well built!I absolutely love my modern stand. The 8” is perfect! So sleek and beautiful!! Very sturdy too.Date of experience: January 27, 2020",5
Kelli Q,US,"Jan 25, 2020Verified","Fabulous customer serviceFabulous customer service, beautiful products! Will purchase again! (Several times, most likely 😆)Date of experience: January 25, 2020",5
Valerie Renteria,US,"Jan 23, 2020Verified","Super fast shippingSuper fast shipping, great packaging.Date of experience: January 23, 2020",5
sue tickel,US,"Jan 20, 2020Verified","wedding cake standwedding cake standexcellent productlike the two in one featurepacked well for shippingDate of experience: January 20, 2020",5
Michelle Seguin,US,"Jan 10, 2020Verified","Cake standsSo many cute options! Really good priced and came nicely packaged. Very sturdy I thought it would be cheaper material then it is. They came very quicklyDate of experience: January 10, 2020",5
Lori Kainer,US,"Jan 7, 2020Verified","I love the cake baseI love the product.  It arrived quickly and the packaging held the item very securely.  The item is of quality and workmanship I expected.  The cake is going to look awesome sitting on this base.  Thank You!Date of experience: January 07, 2020",5
Cyntbrit ,TT,"Jan 7, 2020Verified","Great Quality Fast ShippingThis stand will be perfect for my wedding cake!Date of experience: January 07, 2020",5
L. LOPEZ,US,"Updated Feb 7, 2020Verified","Read the return policy BEFORE purchaseThe purchase and shipping was phenomenal.  They didn't waste any time whatsoever fulfilling my order.  Products were received in no time, which was great.  But in the end, I no longer needed them.  What's unfortunate is their return processing.  You essentially are on your own. The information I used, from their website to return my products, turned out not to be the correct address.  So as of right now my products are in the Universe somewhere.  Super unhappy.  Ensure you understand their return policy and hold them accountable for the correct return information.  Shame On Businesses!As an update to this review; once my review was read by the company, they contacted me right away to make all things right, right away.  It didn't workout the way they planned, however, the products were shipped back to them and they did refund our money so all is right in the world.  I just hope they took my feedback and the section on their site showing the incorrect information and updated it so that this doesn't happen again to someone else.  The End.Date of experience: January 06, 2020",3
Maria E.,US,"Jan 6, 2020Verified","The cake stand is beautiful and with a…The cake stand is beautiful and with a sturdy base. it was packaged nicely. And it arrived quickly.Date of experience: January 06, 2020",5
Casey-Leigh Gibson,NZ,"Jan 4, 2020Verified","Super fastSuper fast! Arrived two days later to California - super lucky to have a friend flying home to NZ to bring them to me so havent seen them yet but shipping and ordering super fastDate of experience: January 04, 2020",5
Harry Dantin,US,"Jan 3, 2020Verified","Delivered on timeDelivered on time, Excellent serviceproduct excellent as wellDate of experience: January 03, 2020",5
JB,US,"Dec 24, 2019Verified","I received one of the two stands I…I received one of the two stands I ordered. For some reason the carrier shipped one of the stands back. I contacted support and they made sure another was shipped out right away. When I opened the one I received, it was damaged. Amalfi replaced the damaged stand after I sent a picture of the cracked mirror. I greatly appreciate the professionalism and customer care. I received the replacement today, I’m happy how quickly I received it but it is the wrong shade of gold!Date of experience: December 24, 2019",4
Tammy S. Jamerson,US,"Dec 23, 2019Verified","Great quality and designGreat quality and design. The merchandise arrived on time and was on display for my daughter's 1st birthday party.  I will be purchasing additional merchandise from the vendor. Thanks!Date of experience: December 23, 2019",5
Cynthia B,US,"Dec 17, 2019Verified","Awesome product!Awesome product!  Super fast shipping!Date of experience: December 17, 2019",5
Marisel Irizarry Salls,US,"Dec 17, 2019Verified","LovedLove this looks so beautiful.Date of experience: December 17, 2019",5
Alejandra Salguero,US,"Dec 16, 2019Verified","Very high quality I’m super happy!!!!Date of experience: December 16, 2019",5
Magaly Uriostegui,US,"Dec 13, 2019Verified","The shipping is so fast!The shipping is so fast!! The quality you cannot find at any other place. I love the colors on my stands!!Date of experience: December 13, 2019",5
Rhonda Ward,US,"Dec 11, 2019Verified","Beautiful!!Beautiful!!! Would order againDate of experience: December 11, 2019",5
"Alan Perl,Ultimate  caterer .com",US,"Dec 10, 2019Verified","Absolutely love my cupcake chandelierAbsolutely love my cupcake chandelier. The look the quality everything is perfection. I'm a caterer and I use it all the time to serve  hor dourves  And I get the best compliments on my creativityDate of experience: December 10, 2019",5
Ana ,GB,"Dec 9, 2019Verified","Love the standsLove the stands. Just gorgeous. My collection just keeps growing :DDate of experience: December 09, 2019",4
Unab Ovais,US,"Dec 9, 2019Verified","amazing qualityAmalfi cake stands don’t only look goood they are also super sturdy! I am very pleased and have already bought a couple of them :)Date of experience: December 09, 2019",5
Stephy P,US,"Dec 8, 2019Verified","Perfection!!!Everything about this stand is pure perfection!!!Date of experience: December 08, 2019",5
RBH,US,"Dec 6, 2019Verified","I got one gold and one rose gold tray…I got one gold and one rose gold tray they're just amazing just like the photo also they are very well-packed I highly recommend !!!Date of experience: December 06, 2019",5
VW,US,"Dec 3, 2019Verified","Great productGreat product, prompt delivery, love it!Date of experience: December 03, 2019",5
Amparo Pompa,US,"Dec 3, 2019Verified","I just ordered my 2nd order from amalfi…I just ordered my 2nd order from amalfi decor best ever I love my amalfi dessert stands ❤️ Good quality. I will be ordering more im addicted!!!!Date of experience: December 03, 2019",5
Jennifer Gooding,US,"Dec 3, 2019Verified","GOREGOUS and looks like it is online.Date of experience: December 03, 2019",5
Donna Garcia,US,"Dec 1, 2019Verified","Awesome product!Awesome product! I love my new stands. Very affordable. I received them within a few days after ordering. I can’t wait to order the jars when they are re-stocked. Thank youDate of experience: December 01, 2019",5
Jean Stewart,US,"Nov 19, 2019Verified","Exactly as describedExactly as described! We ordered a gold cake display and not only was it sturdy, assembling it was flawless. It's level and I can't wait to surprise the recipients.Date of experience: November 19, 2019",5
Boyce Luker,US,"Nov 15, 2019Verified","Arrived right on time and the product…Arrived right on time and the product was just what I was expecting...Date of experience: November 15, 2019",5
GRISELDA COVARRUBIAS,US,"Nov 15, 2019Verified","Excellent customer service!!Date of experience: November 15, 2019",5
Michelle Ware,US,"Nov 14, 2019Verified","LOVE LOVE LOVE!Date of experience: November 14, 2019",5
Santini Mini Sweets,US,"Nov 13, 2019Verified","Beautiful productBeautiful product. Very classic and great material. I love it.Date of experience: November 13, 2019",5
Maggie ,US,"Nov 13, 2019Verified","BeautifulBeautiful! Exactly what I was looking for! Happy with this purchase!Date of experience: November 13, 2019",5
